country,country_code_2_digit,country_code_3_digit,population,reported_date,confirmed cases_count,deaths_count,source
Gibraltar,GI,GIB,33691,2020-08-06,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-07-26,305,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-09-25,0,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-10-01,33,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-07-22,19,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-01-18,0,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-06-22,1,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-08-16,15,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-05-31,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-03-09,1,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-05-12,2,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-03-19,8,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-06-03,4,1,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-06-21,264,49,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-07-24,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-06-26,3,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-02-12,0,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-09-19,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-07-31,382,3,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-10-14,808,3,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-06-10,1,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-07-31,11,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-05-24,0,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-10-14,0,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-03-21,534,30,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-04-05,22,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-08-07,0,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-01-19,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-05-26,2,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-02-03,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-08-07,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-09-10,1430,14,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-03-07,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-03-25,16,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-04-07,14,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-02-18,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-01-02,0,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-06-21,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-01-07,0,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-09-16,40,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-08-14,577,4,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-03-26,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-04-28,1739,333,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-06-01,26,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-06-14,0,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-03-04,2,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-07-04,309,11,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-09-03,1596,45,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-01-25,0,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-01-16,0,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-02-06,0,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-02-06,0,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-02-03,0,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-01-17,0,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-05-20,0,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-01-16,0,0,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-04-04,175,5,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-01-21,0,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-01-17,0,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-02-24,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-07-05,6632,168,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-06-29,7,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-07-29,14,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-03-25,0,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-05-12,482,176,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-03-15,0,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-07-17,24,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-05-27,16,3,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-08-01,26,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-08-11,163,5,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-09-12,687,3,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-10-09,17540,77,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-01-19,0,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-03-07,0,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-07-19,98,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-07-05,180,2,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-10-04,22,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-02-14,0,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-02-27,0,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-06-23,19,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-09-18,154,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-03-19,12,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-07-02,153,2,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-03-05,0,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-06-25,54,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-05-13,5,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-10-16,613,5,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-05-05,3,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-02-24,0,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-02-23,0,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-07-22,2,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-09-04,3,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-01-19,0,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-07-22,0,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-08-28,1,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-07-26,4,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-06-08,40,1,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-01-06,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-06-20,0,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-10-04,1,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-08-23,588,6,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-10-01,12845,63,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-06-09,1,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-05-14,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-01-31,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-10-24,441,1,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-06-20,16,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-09-06,567,16,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-06-21,76,8,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-02-19,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-03-29,65,2,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-08-19,186,1,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-07-12,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-04-07,32,1,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-08-21,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-04-08,37,1,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-04-04,99,6,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-09-16,161,2,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-10-17,998,3,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-04-07,39,5,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-05-17,58,4,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-04-17,15,3,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-03-22,6557,795,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-06-25,0,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-02-14,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-07-17,224,7,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-06-01,153,4,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-03-10,0,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-10-13,504,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-10-25,0,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-06-07,240,1,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-04-22,5642,51,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-10-03,2292,27,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-04-13,68,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-08-02,238,2,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-02-08,0,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-04-24,342,28,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-03-18,15,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-02-23,0,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-08-31,34,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-06-19,32,1,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-06-08,9,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-05-28,0,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-03-12,9,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-09-18,1679,27,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-05-25,5,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-07-01,239,19,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-04-08,712,34,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-01-06,0,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-03-01,9,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-03-14,484,1,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-08-31,1715,1,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-07-28,807,11,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-04-29,401,19,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-07-31,615,15,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-02-13,0,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-05-16,4,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-08-09,105,5,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-03-02,0,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-01-15,0,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-06-09,350,6,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-01-25,0,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-08-05,130,4,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-09-25,232,4,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-10-04,108,1,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-04-23,558,3,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-03-01,1,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-10-17,998,14,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-06-23,2,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-10-08,331,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-08-25,607,5,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-03-28,43,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-05-02,153,10,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-09-29,3,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-02-09,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-02-03,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-01-19,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-07-07,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-02-26,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-01-18,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-06-26,9,1,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-03-03,0,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-10-22,7,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-07-28,0,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-04-15,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-01-18,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-02-12,0,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-10-15,435,7,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-04-29,45,6,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-03-03,0,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-07-25,1130,10,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-03-17,11,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-03-21,0,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-08-17,11,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-05-20,0,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-07-17,1,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-10-19,188,5,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-07-03,8,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-04-25,0,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-08-16,34,1,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-03-07,778,49,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-05-26,12,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-07-30,19,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-01-21,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-09-20,267,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-08-04,250,7,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-08-14,390,15,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-05-14,14,4,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-07-13,0,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-07-19,124,0,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-08-06,1271,24,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-05-06,325,24,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-10-25,2890,25,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-02-25,0,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-04-27,3748,364,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-06-15,3,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-07-20,358,6,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-07-08,278,12,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-04-21,3853,570,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-05-28,1137,1,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-08-05,670,18,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-09-09,1761,52,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-10-16,1929,5,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-08-10,0,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-06-20,0,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-01-15,0,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-03-19,769,34,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-08-26,1060,58,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-04-27,300,74,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-10-23,28,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-05-19,430,59,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-04-26,473,73,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-03-17,2,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-06-22,1,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-02-27,0,0,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-09-06,2836,88,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-03-16,9,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-05-05,10581,76,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-10-12,1090,13,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-08-03,743,5,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-09-15,9437,156,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-07-21,135,2,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-06-18,9,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-02-19,0,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-01-12,0,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-04-07,25,3,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-08-10,112,2,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-04-11,88,1,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-02-01,0,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-05-27,915,4,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-07-07,1,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-03-25,31,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-08-20,612,9,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-02-14,0,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-03-13,22,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-06-21,560,18,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-09-28,526,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-05-16,18,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-04-12,21,2,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-10-01,84,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-02-22,0,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-04-05,57,1,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-05-13,36,3,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-01-21,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-09-08,1,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-09-04,421,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-10-22,124,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-05-06,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-06-30,107,6,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-08-23,153,1,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-01-29,0,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-09-13,0,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-09-06,8550,12,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-08-07,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-05-27,4,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-08-28,59,1,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-03-09,1,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-09-03,5,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-09-03,2,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-07-21,5,1,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-07-15,57,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-05-14,1,1,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-01-28,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-06-24,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-03-13,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-04-11,44,2,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-08-21,37,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-03-15,155,7,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-08-31,292,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-07-03,77,3,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-02-04,0,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-08-04,0,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-09-16,71,1,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-04-10,115,2,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-10-20,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-05-01,88,11,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-10-02,215,1,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-06-26,2,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-01-06,0,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-06-08,17,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-03-12,0,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-06-23,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-02-24,53,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-02-24,0,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-03-27,3922,365,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-05-08,137,28,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-04-02,5,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-08-22,947,9,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-06-30,0,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-08-22,38,2,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-06-28,755,14,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-10-13,2069,56,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-04-15,246,26,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-07-11,104,0,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-05-09,504,21,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-01-29,0,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-08-26,192,4,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-04-10,19,0,"Epidemic intelligence, national daily data"
